full_name,final_score,occupation,hometown,city,state,state_id,archive_info,date,dt_indx,id_x,created_at,favorite_count,retweet_count,anecdote,text,game_info_flg,winner_flg,gender,clean_text,answer_number,job,final_job_category
Arthur Chu,0,a compliance analyst and voiceover artist,"Broadview Heights, Ohio",Broadview Heights,Ohio,OH,J! Archive - Show #6793,2014-03-12,1,443886520609431552,2014-03-12 23:09:28,0,1,That doesn't surprise me.,"3/12/14:
""I was a synchronized swimmer.""
""I won on The Weakest Link.""
""That doesn't surprise me.""
#Jeopardy #Arthur http://t.co/ihjlK4SunO",True,0,male,That doesnt surprise me.,answer3,compliance analyst voiceover artist,actor/artist/designer
Arthur Chu,20000,a compliance analyst and voiceover artist,"Broadview Heights, Ohio",Broadview Heights,Ohio,OH,J! Archive - Show #6792,2014-03-11,1,443532365407977472,2014-03-11 23:42:11,1,2,My voices scare Trebek.,"3/11/14:
""I proposed on a beach.""
""I like my town.""
""My voices scare Trebek.""
#Jeopardy http://t.co/LPRscqDX37",True,1,male,My voices scare Trebek.,answer3,compliance analyst voiceover artist,actor/artist/designer
Arthur Chu,16200,a compliance analyst and voiceover artist,"Broadview Heights, Ohio",Broadview Heights,Ohio,OH,J! Archive - Show #6791,2014-03-10,1,443164276337815553,2014-03-10 23:19:31,1,1,I have to take care of my mother,"3/10/14:
""I do children's hospital improv""
""I have a strawberry garden""
""I have to take care of my mother""
#Jeopardy http://t.co/IJkPRCXTDv",True,1,male,I have to take care of my mother,answer3,compliance analyst voiceover artist,actor/artist/designer
Arthur Chu,22800,a compliance analyst and voiceover artist,"Broadview Heights, Ohio",Broadview Heights,Ohio,OH,J! Archive - Show #6785,2014-02-28,1,439552988365873152,2014-03-01 00:09:33,1,1,My wife is writing a novel,"2/28/14:
""I'm going to Haiti for orphans""
""I found out my wife's having a boy""
""My wife is writing a novel""
#Jeopardy http://t.co/P4aO7JV9qi",True,1,male,My wife is writing a novel,answer3,compliance analyst voiceover artist,actor/artist/designer
Arthur Chu,58200,a compliance analyst and voiceover artist,"Broadview Heights, Ohio",Broadview Heights,Ohio,OH,J! Archive - Show #6784,2014-02-27,1,439200491705483264,2014-02-28 00:48:51,1,1,I read and study a lot.,"2/27/14:
""I did a play with elementary kids.""
""I coached girls' softball poorly.""
""I read and study a lot.""
#Jeopardy http://t.co/tmEcgGbdTC",True,1,male,I read and study a lot.,answer3,compliance analyst voiceover artist,actor/artist/designer
Arthur Chu,22000,a compliance analyst and voiceover artist,"Broadview Heights, Ohio",Broadview Heights,Ohio,OH,J! Archive - Show #6783,2014-02-26,1,438829016444059648,2014-02-27 00:12:45,0,0,I did improv with government workers.,"2/26/14:
""I published a novel at 13.""
""I ran a trivia marathon.""
""I did improv with government workers.""
#Jeopardy http://t.co/PyHSwqThxl",True,1,male,I did improv with government workers.,answer3,compliance analyst voiceover artist,actor/artist/designer
Arthur Chu,34400,a compliance analyst and voiceover artist,"Broadview Heights, Ohio",Broadview Heights,Ohio,OH,J! Archive - Show #6782,2014-02-25,1,438475044826927104,2014-02-26 00:46:11,0,1,My wife paid $200 for my theme song. #Jeopardy http://t.co/7FrZN21QDa,"2/25/14:
""I'm Welsh &amp; I sing.""
""I did a play on a boat for a year.""
""My wife paid $200 for my theme song."" #Jeopardy http://t.co/7FrZN21QDa",True,1,male,My wife paid $200 for my theme song. #Jeopardy http://t.co/7FrZN21QDa,answer3,compliance analyst voiceover artist,actor/artist/designer
Arthur Chu,20800,a compliance analyst and voiceover artist,"Broadview Heights, Ohio",Broadview Heights,Ohio,OH,J! Archive - Show #6781,2014-02-24,1,438103909325099008,2014-02-25 00:11:26,1,3,I volunteered at the White House.,"2/24/14:
""I said the dog ate my speech.""
""I am a New York Rangers fan.""
""I volunteered at the White House.""
#Jeopardy http://t.co/xFS9PWT1JN",True,1,male,I volunteered at the White House.,answer3,compliance analyst voiceover artist,actor/artist/designer
Julia Collins,5600,a 20-time Jeopardy! champion,"Kenilworth, Illinois",Kenilworth,Illinois,IL,J! Archive - Show #6945,2014-11-21,3,535953353084530688,2014-11-22 00:30:11,7,2,Thanks to my friends and family.,"11/21/14:
""Thanks to my friends and family.""
""Thanks to Asian-Americans.""
""Thanks to South Carolinians.""
#Jeopardy http://t.co/zR718KW4tx",True,1,female,Thanks to my friends and family.,answer1,20-time jeopardy! champion,miscellaneous
Julia Collins,6400,a 20-time Jeopardy! champion,"Kenilworth, Illinois",Kenilworth,Illinois,IL,J! Archive - Show #6944,2014-11-20,3,535593570065842176,2014-11-21 00:40:32,9,7,I shacked up in Paris for a month.,"11/20/14:
""I shacked up in Paris for a month.""
""Ken Jennings interviewed me.""
""I bought a bed.""
#Jeopardy http://t.co/dlnwk46jUH",True,0,female,I shacked up in Paris for a month.,answer1,20-time jeopardy! champion,miscellaneous
Julia Collins,16500,a 20-time Jeopardy! champion,"Kenilworth, Illinois",Kenilworth,Illinois,IL,J! Archive - Show #6941,2014-11-17,3,534498809683136512,2014-11-18 00:10:21,16,4,@JCSweaters was made about me,"11/17/14:
""@JCSweaters was made about me""
""Jeopardy got me free donuts""
""I took beekeeping to conquer fear""
#Jeopardy http://t.co/9xVtb63Wyx",True,1,female,J C Sweaters was made about me,answer1,20-time jeopardy! champion,miscellaneous
Julia Collins,9100,a 20-time Jeopardy! champion,"Kenilworth, Illinois",Kenilworth,Illinois,IL,J! Archive - Show #6938,2014-11-12,1,532689343643516930,2014-11-13 00:20:11,6,3,I got a note from John Irving.,"11/12/14:
""I went skydiving.""
""I reminded people of Brendon Fraser.""
""I got a note from John Irving.""
#Jeopardy http://t.co/wDPQdbsYSV",True,0,female,I got a note from John Irving.,answer3,20-time jeopardy! champion,miscellaneous
Julia Collins,0,a supply chain professional,"Kenilworth, Illinois",Kenilworth,Illinois,IL,J! Archive - Show #6851,2014-06-02,1,473605270501744640,2014-06-02 23:21:10,3,3,I'll travel,"6/2/14:
""I emigrated from Ireland &amp; watched Jeopardy""
""I married a guy who bought me a drink""
""I'll travel""
#Jeopardy http://t.co/w4n5BqrCTW",True,0,female,Ill travel,answer3,supply chain professional,accounting/ business/ finance
Julia Collins,18100,a supply chain professional,"Kenilworth, Illinois",Kenilworth,Illinois,IL,J! Archive - Show #6850,2014-05-30,1,472515914563190784,2014-05-30 23:12:27,5,0,"Go go, escargot!","5/30/14:
""I speak around five languages.""
""I lived in Paris for my dissertation.""
""Go go, escargot!""
#Jeopardy http://t.co/XyU7tBtLu3",True,1,female,"Go go, escargot!",answer3,supply chain professional,accounting/ business/ finance
Julia Collins,18400,a supply chain professional,"Kenilworth, Illinois",Kenilworth,Illinois,IL,J! Archive - Show #6849,2014-05-29,1,472156876746919937,2014-05-29 23:25:46,1,0,I played hockey in grad school.,"5/29/14:
""I led a nuclear facility tour.""
""Kids cut my hair once a year.""
""I played hockey in grad school.""
#Jeopardy http://t.co/7tK5Mmu8Vf",True,1,female,I played hockey in grad school.,answer3,supply chain professional,accounting/ business/ finance
Julia Collins,18900,a supply chain professional,"Kenilworth, Illinois",Kenilworth,Illinois,IL,J! Archive - Show #6848,2014-05-28,1,471791886764494848,2014-05-28 23:15:25,1,1,I'm very job versatile.,"5/28/14:
""I'm in a Celtic rock band.""
""I directed Will Ferrell in film school.""
""I'm very job versatile.""
#Jeopardy http://t.co/vESBs3yIMT",True,1,female,Im very job versatile.,answer3,supply chain professional,accounting/ business/ finance
Julia Collins,35000,a supply chain professional,"Kenilworth, Illinois",Kenilworth,Illinois,IL,J! Archive - Show #6847,2014-05-27,1,471433519252525058,2014-05-27 23:31:24,1,4,I hate the interview portion,"5/27/14:
""I met my wife drive-thru banking""
""I've hiked New England's peaks""
""I hate the interview portion""
#Jeopardy http://t.co/VPJ3n0XGz1",True,1,female,I hate the interview portion,answer3,supply chain professional,accounting/ business/ finance
Julia Collins,22800,a supply chain professional,"Kenilworth, Illinois",Kenilworth,Illinois,IL,J! Archive - Show #6846,2014-05-26,1,471065430572806144,2014-05-26 23:08:45,2,2,Chicago has a lot going for it.,"5/26/14:
""My daughter won on Kids Week.""
""I boxed to relieve stress.""
""Chicago has a lot going for it.""
#Jeopardy http://t.co/zXigyMq7Tt",True,1,female,Chicago has a lot going for it.,answer3,supply chain professional,accounting/ business/ finance
Julia Collins,30800,a supply chain professional,"Kenilworth, Illinois",Kenilworth,Illinois,IL,J! Archive - Show #6845,2014-05-23,1,469979079953752064,2014-05-23 23:11:59,4,0,I really want to keep winning,"5/23/14:
""I work at a black history museum""
""I couldn't afford wine I want""
""I really want to keep winning""
#Jeopardy http://t.co/Oo1aCBTd6v",True,1,female,I really want to keep winning,answer3,supply chain professional,accounting/ business/ finance
Julia Collins,22690,a supply chain professional,"Kenilworth, Illinois",Kenilworth,Illinois,IL,J! Archive - Show #6844,2014-05-22,1,469616943134023680,2014-05-22 23:12:58,3,1,I do nuts-and-bolts market work.,"5/22/14:
""I direct the Blue Hose.""
""I know how to change a tire.""
""I do nuts-and-bolts market work.""
#Jeopardy http://t.co/R3Eyzm4UzJ",True,1,female,I do nuts-and-bolts market work.,answer3,supply chain professional,accounting/ business/ finance
Julia Collins,15800,a supply chain professional,"Kenilworth, Illinois",Kenilworth,Illinois,IL,J! Archive - Show #6843,2014-05-21,1,469257771997622272,2014-05-21 23:25:45,1,4,I was shy in kindergarten,"5/21/14:
""I'm named after a Dr Zhivago character""
""I was proposed to on a boat""
""I was shy in kindergarten""
#Jeopardy http://t.co/Q4ch8cyOUY",True,1,female,I was shy in kindergarten,answer3,supply chain professional,accounting/ business/ finance
Julia Collins,14300,a supply chain professional,"Kenilworth, Illinois",Kenilworth,Illinois,IL,J! Archive - Show #6842,2014-05-20,1,468900102468534272,2014-05-20 23:44:30,1,3,I saw my professors in swimsuits.,"5/20/14:
""I adjust airline reservations.""
""I have an old show pony.""
""I saw my professors in swimsuits.""
#Jeopardy http://t.co/z2NIPIKsFM",True,1,female,I saw my professors in swimsuits.,answer3,supply chain professional,accounting/ business/ finance
Julia Collins,10700,a supply chain professional,"Kenilworth, Illinois",Kenilworth,Illinois,IL,J! Archive - Show #6841,2014-05-19,1,468529067315048449,2014-05-19 23:10:09,4,1,I want to work at Chicago History,"5/19/14:
""I study focus visual perception""
""I study belly dancing""
""I want to work at Chicago History""
#Jeopardy http://t.co/rZ2nv3kfK3",True,1,female,I want to work at Chicago History,answer3,supply chain professional,accounting/ business/ finance
Julia Collins,21900,a supply chain professional,"Kenilworth, Illinois",Kenilworth,Illinois,IL,J! Archive - Show #6830,2014-05-02,1,462370632030638080,2014-05-02 23:18:43,1,3,I got 6th row at a concert,"5/2/14:
""I'm writing a trilogy about a bald cat""
""I'm named after my parents""
""I got 6th row at a concert""
#Jeopardy http://t.co/huGkZ1vuQw",True,1,female,I got 6th row at a concert,answer3,supply chain professional,accounting/ business/ finance
Julia Collins,28100,a supply chain professional,"Kenilworth, Illinois",Kenilworth,Illinois,IL,J! Archive - Show #6829,2014-05-01,1,462007444156071938,2014-05-01 23:15:33,4,5,I want to bake fancifully.,"5/1/14:
""I got out of jury duty to come here.""
""I chased a woman at a store.""
""I want to bake fancifully.""
#Jeopardy http://t.co/6tj3WNesDW",True,1,female,I want to bake fancifully.,answer3,supply chain professional,accounting/ business/ finance
Julia Collins,25700,a supply chain professional,"Kenilworth, Illinois",Kenilworth,Illinois,IL,J! Archive - Show #6828,2014-04-30,1,461762215918317569,2014-05-01 07:01:06,0,2,I visit any place with museums.,"4/30/14:
""I do PR for @MakeAWish.""
""I want to read 100 must-read books.""
""I visit any place with museums.""
#Jeopardy http://t.co/utaSPuTKeu",True,1,female,I visit any place with museums.,answer3,supply chain professional,accounting/ business/ finance
Julia Collins,20100,a supply chain professional,"Kenilworth, Illinois",Kenilworth,Illinois,IL,J! Archive - Show #6827,2014-04-29,1,461283221548716032,2014-04-29 23:17:44,1,1,My mom doesn't know my winnings,"4/29/14:
""I am a firefighter, not a teacher""
""My husband gave me a scale""
""My mom doesn't know my winnings""
#Jeopardy http://t.co/KNDJHm3WWI",True,1,female,My mom doesnt know my winnings,answer3,supply chain professional,accounting/ business/ finance
Julia Collins,22000,a supply chain professional,"Kenilworth, Illinois",Kenilworth,Illinois,IL,J! Archive - Show #6826,2014-04-28,1,460922322828804096,2014-04-28 23:23:39,0,3,I fell asleep in the SATs,"4/28/14:
""I made a Jeopardy-inspired beer""
""I bought a plane before my license""
""I fell asleep in the SATs""
#Jeopardy http://t.co/IMaoV5gGof",True,1,female,I fell asleep in the SATs,answer3,supply chain professional,accounting/ business/ finance
Julia Collins,29700,a supply chain professional,"Kenilworth, Illinois",Kenilworth,Illinois,IL,J! Archive - Show #6825,2014-04-25,1,459833655855448064,2014-04-25 23:17:41,0,3,I relaxed during my 2nd audition,"4/25/14:
""I have a 50-pound tortoise""
""I started a gumbo cooking team""
""I relaxed during my 2nd audition""
#Jeopardy http://t.co/lvD6wpwFSr",True,1,female,I relaxed during my 2nd audition,answer3,supply chain professional,accounting/ business/ finance
Julia Collins,20005,a supply chain professional,"Kenilworth, Illinois",Kenilworth,Illinois,IL,J! Archive - Show #6824,2014-04-24,1,459469171697270784,2014-04-24 23:09:21,1,3,It's my brother's birthday,"4/24/14:
""I didn't go to Clinton's inaugural ball""
""I researched Antarctica""
""It's my brother's birthday""
#Jeopardy http://t.co/QEzEnsppqz",True,1,female,Its my brothers birthday,answer3,supply chain professional,accounting/ business/ finance
Julia Collins,16500,a supply chain professional,"Kenilworth, Illinois",Kenilworth,Illinois,IL,J! Archive - Show #6823,2014-04-23,1,459116183288291328,2014-04-23 23:46:42,1,4,I saw Ken Jennings.,"4/23/14:
""I like bikes. A lot.""
""I dropped my umbrella into a historical monument.""
""I saw Ken Jennings.""
#Jeopardy http://t.co/YTGBS8vmD2",True,1,female,I saw Ken Jennings.,answer3,supply chain professional,accounting/ business/ finance
Julia Collins,21000,a supply chain professional,"Kenilworth, Illinois",Kenilworth,Illinois,IL,J! Archive - Show #6822,2014-04-22,1,458747595595472896,2014-04-22 23:22:04,0,4,I was voted likely Jeopardy champion,"4/22/14:
""I rode with drunken Greek sailors""
""I play tennis alright""
""I was voted likely Jeopardy champion""
#Jeopardy http://t.co/G6QtjMSgAT",True,1,female,I was voted likely Jeopardy champion,answer3,supply chain professional,accounting/ business/ finance
Julia Collins,15605,a supply chain professional,"Kenilworth, Illinois",Kenilworth,Illinois,IL,J! Archive - Show #6821,2014-04-21,2,458386738030080001,2014-04-21 23:28:09,4,7,I went on a road trip to Iceland,"4/21/14:
""I was a Latin quiz bowl champion""
""I went on a road trip to Iceland""
""I lost my shoe on a train""
#Jeopardy http://t.co/T3uWcjliMu",True,1,female,I went on a road trip to Iceland,answer2,supply chain professional,accounting/ business/ finance
Joshua Brakhage,2594,a TV news producer originally,"South Coffeyville, Oklahoma",South Coffeyville,Oklahoma,OK,J! Archive - Show #6943,2014-11-19,2,535225686345392131,2014-11-20 00:18:42,3,0,I was offered custom boots.,"11/19/14:
""Nobody wanted to play me in trivia.""
""I was offered custom boots.""
""I got the key to the city.""
#Jeopardy http://t.co/GyiuZnimaK",True,0,male,I was offered custom boots.,answer2,tv news producer originally,unemployed
Joshua Brakhage,16206,a TV news producer originally,"South Coffeyville, Oklahoma",South Coffeyville,Oklahoma,OK,J! Archive - Show #6938,2014-11-12,2,532689343643516930,2014-11-13 00:20:11,6,3,I reminded people of Brendon Fraser.,"11/12/14:
""I went skydiving.""
""I reminded people of Brendon Fraser.""
""I got a note from John Irving.""
#Jeopardy http://t.co/wDPQdbsYSV",True,1,male,I reminded people of Brendon Fraser.,answer2,tv news producer originally,unemployed
Sandie Baker,400,a data and translation coordinator,"Eastpointe, Michigan",Eastpointe,Michigan,MI,J! Archive - Show #6943,2014-11-19,3,535225686345392131,2014-11-20 00:18:42,3,0,Nobody wanted to play me in trivia.,"11/19/14:
""Nobody wanted to play me in trivia.""
""I was offered custom boots.""
""I got the key to the city.""
#Jeopardy http://t.co/GyiuZnimaK",True,0,female,Nobody wanted to play me in trivia.,answer1,data translation coordinator,coordinator
Sandie Baker,15500,a data and translation coordinator,"Eastpointe, Michigan",Eastpointe,Michigan,MI,J! Archive - Show #6940,2014-11-14,2,533425431287193601,2014-11-15 01:05:08,7,1,I could win marital fights.,"11/14/14
""A blog was about my hotness.""
""I could win marital fights.""
""My trivia team was Alex's Mustache.""
#Jeopardy http://t.co/DYSXfMwDWV",True,1,female,I could win marital fights.,answer2,data translation coordinator,coordinator
Sandie Baker,4300,a translation coordinator,"Eastpointe, Michigan",Eastpointe,Michigan,MI,J! Archive - Show #6819,2014-04-17,1,456932507959955456,2014-04-17 23:09:33,5,5,I read previous players' books,"4/17/14:
""I ran a backyard kids' theatre group""
""I walked to Machu Picchu""
""I read previous players' books""
#Jeopardy http://t.co/VHi4qBc97u",True,1,female,I read previous players books,answer3,translation coordinator,administration/ advisory
Sandie Baker,25000,a translation coordinator,"Eastpointe, Michigan",Eastpointe,Michigan,MI,J! Archive - Show #6818,2014-04-16,1,456570231511453697,2014-04-16 23:10:00,1,3,I worked on Air Force radars.,"4/16/14:
""I studied in Italy and Belgium.""
""I won't wade past my ankles.""
""I worked on Air Force radars.""
#Jeopardy http://t.co/kmiVbp96Z3",True,1,female,I worked on Air Force radars.,answer3,translation coordinator,administration/ advisory
Sandie Baker,20000,a translation coordinator,"Eastpointe, Michigan",Eastpointe,Michigan,MI,J! Archive - Show #6817,2014-04-15,1,456208269212921858,2014-04-15 23:11:41,0,5,I coordinate blood drives.,"4/15/14:
""My suspenders honor my father.""
""I decided to be a copy editor.""
""I coordinate blood drives.""
#Jeopardy http://t.co/hwsf4CBJRN",True,1,female,I coordinate blood drives.,answer3,translation coordinator,administration/ advisory
Sandie Baker,26600,a translation coordinator,"Eastpointe, Michigan",Eastpointe,Michigan,MI,J! Archive - Show #6816,2014-04-14,1,455846409044885504,2014-04-14 23:13:47,3,6,My husband's a sub vet,"4/14/14
""I scare my wife with fake ladybugs""
""My boyfriend gave me a hand-me-down""
""My husband's a sub vet""
#Jeopardy http://t.co/mIEGAP2b7d",True,1,female,My husbands a sub vet,answer3,translation coordinator,administration/ advisory
Sandie Baker,23700,a translation coordinator,"Eastpointe, Michigan",Eastpointe,Michigan,MI,J! Archive - Show #6815,2014-04-11,1,454761883283628032,2014-04-11 23:24:16,0,2,I coordinate GM translation,"4/11/14:
""I sing modern music in a choir""
""I ignore teaching modern history""
""I coordinate GM translation""
#Jeopardy http://t.co/BYsD4GPAqr",True,1,female,I coordinate GM translation,answer3,translation coordinator,administration/ advisory
Sandie Baker,22500,a translation coordinator,"Eastpointe, Michigan",Eastpointe,Michigan,MI,J! Archive - Show #6814,2014-04-10,1,454396488735399937,2014-04-10 23:12:19,1,2,I entered a DC tree lighting contest,"4/10/14:
""I'll follow the U.S. World Cup team""
""I married my mother""
""I entered a DC tree lighting contest""
#Jeopardy http://t.co/6zPbvSbDnl",True,1,female,I entered a DC tree lighting contest,answer3,translation coordinator,administration/ advisory
Sandie Baker,22400,a translation coordinator,"Eastpointe, Michigan",Eastpointe,Michigan,MI,J! Archive - Show #6813,2014-04-09,2,454037545534251008,2014-04-09 23:26:01,0,1,I met my husband at Air Force base.,"4/9/14:
""I ensure pay is competitive.""
""I met my husband at Air Force base.""
""I brought home a vuvuzela.""
#Jeopardy http://t.co/DYa99mZMS7",True,1,female,I met my husband at Air Force base.,answer2,translation coordinator,administration/ advisory
Andrew Moore,1,a test prep instructor,"Dacula, Georgia",Dacula,Georgia,GA,J! Archive - Show #6937,2014-11-11,2,532324131887276032,2014-11-12 00:08:57,7,4,I bought a big-kitchen house.,"11/11/14:
""I knocked items off my bucket list.""
""I bought a big-kitchen house.""
""I was animated in Taiwan.""
#Jeopardy http://t.co/20B6a4DEgC",True,0,male,I bought a big-kitchen house.,answer2,test prep instructor,teacher
Rani Peffer,7599,a corporate finance manager,"Crittenden, Kentucky",Crittenden,Kentucky,KY,J! Archive - Show #6937,2014-11-11,3,532324131887276032,2014-11-12 00:08:57,7,4,I knocked items off my bucket list.,"11/11/14:
""I knocked items off my bucket list.""
""I bought a big-kitchen house.""
""I was animated in Taiwan.""
#Jeopardy http://t.co/20B6a4DEgC",True,0,female,I knocked items off my bucket list.,answer1,corporate finance manager,manager
Dori Phillips,2500,an IRS agent,"Salem, Massachusetts",Salem,Massachusetts,MA,J! Archive - Show #6926,2014-10-27,2,526871870625157120,2014-10-27 23:03:37,11,1,I work for the IRS.,"10/27/14:
""I disappoint a lot of people.""
""I work for the IRS.""
""I get jiggy with it.""
#Jeopardy http://t.co/rSozLux9lr",True,0,female,I work for the IRS.,answer2,irs agent,misc government
Alexander Persaud,8400,a Ph.D. student in economics originally,"Dubuque, Iowa",Dubuque,Iowa,IA,J! Archive - Show #6923,2014-10-22,1,525070203621629952,2014-10-22 23:44:26,1,0,I want to see @CricketWorldCup,"10/22/14:
""Someone stole my low-gas car""
""I hitchhiked for @RealMeatLoaf""
""I want to see @CricketWorldCup""
#Jeopardy http://t.co/LzAko8Asme",True,0,male,I want to see Cricket World Cup,answer3,ph.d. student economics originally,unemployed
Alexander Persaud,8400,a Ph.D. student in economics originally,"Dubuque, Iowa",Dubuque,Iowa,IA,J! Archive - Show #6923,2014-10-22,1,525049124630978560,2014-10-22 22:20:40,2,1,I bought from Bernie Williams,"10/22/14
""I teach sports management""
""I won Ben Wallace afro contest""
""I bought from Bernie Williams""
#SportsJeopardy http://t.co/2iyFAq8kFV",True,0,male,I bought from Bernie Williams,answer3,ph.d. student economics originally,unemployed
Alexander Persaud,35000,a Ph.D. student in economics originally,"Dubuque, Iowa",Dubuque,Iowa,IA,J! Archive - Show #6922,2014-10-21,1,524703166504255488,2014-10-21 23:25:58,7,1,I was called Crazy Eyes,"10/21/14:
""I teach ESL to MSU prospects""
""I had Chinese on Thanksgiving in Italy""
""I was called Crazy Eyes""
#Jeopardy http://t.co/AAQyasxnTg",True,1,male,I was called Crazy Eyes,answer3,ph.d. student economics originally,unemployed
Alexander Persaud,20000,a Ph.D. student in economics originally,"Dubuque, Iowa",Dubuque,Iowa,IA,J! Archive - Show #6921,2014-10-20,1,524341295473364993,2014-10-20 23:28:01,8,1,I played cricket in Minnesota.,"10/20/14:
""I was accidentally elected auditor.""
""I drove Miss Daisy.""
""I played cricket in Minnesota.""
#Jeopardy http://t.co/joUwY4lb4J",True,1,male,I played cricket in Minnesota.,answer3,ph.d. student economics originally,unemployed
Alexander Persaud,6000,a Ph.D. student in economics originally,"Dubuque, Iowa",Dubuque,Iowa,IA,J! Archive - Show #6920,2014-10-17,2,523252835576983552,2014-10-17 23:22:52,6,1,I released a single on the sitar,"10/17/14:
""I climbed Mt. Kilimanjaro""
""I released a single on the sitar""
""I picked a poor honeymoon island""
#Jeopardy http://t.co/aUfvcNPWxI",True,1,male,I released a single on the sitar,answer2,ph.d. student economics originally,unemployed
Deb Williams,6000,a member services counselor,"Hudson, Ohio",Hudson,Ohio,OH,J! Archive - Show #6922,2014-10-21,2,524703166504255488,2014-10-21 23:25:58,7,1,I had Chinese on Thanksgiving in Italy,"10/21/14:
""I teach ESL to MSU prospects""
""I had Chinese on Thanksgiving in Italy""
""I was called Crazy Eyes""
#Jeopardy http://t.co/AAQyasxnTg",True,0,female,I had Chinese on Thanksgiving in Italy,answer2,member services counselor,administration/ advisory
Candice Torres,1,a contract analyst,"Stallings, North Carolina",Stallings,North Carolina,NC,J! Archive - Show #6917,2014-10-14,3,522166751870476288,2014-10-14 23:27:09,7,3,"I have 1,000 nail polishes.","10/14/14:
""I have 1,000 nail polishes.""
""I taught myself guitar and drums.""
""I love @KISSOnline.""
#Jeopardy
#DanTran http://t.co/Tum1pUITk8",True,0,female,"I have 1,000 nail polishes.",answer1,contract analyst,analyst
Linda Fraley,0,a retired physician,"Santa Rosa, California",Santa Rosa,California,CA,J! Archive - Show #6911,2014-10-06,3,519263836705017856,2014-10-06 23:12:00,2,1,I went to dinner with Charles Schulz.,"10/6/14:
""I went to dinner with Charles Schulz.""
""I was a docent at @TudorPlace.""
""I can't ride a bicycle.""
#Jeopardy http://t.co/4j5BiJ7Xnm",True,0,female,I went to dinner with Charles Schulz.,answer1,retired physician,unemployed
Maire Kennedy,13601,an adventure specialist,"Santa Rosa, California",Santa Rosa,California,CA,J! Archive - Show #6877,2014-07-08,2,486649587961057280,2014-07-08 23:14:37,5,5,I set up world trips,"7/8/14
""I couldn't send my girlfriend's state flower""
""I set up world trips""
""I worked for Richard Cordray""
#Jeopardy http://t.co/kAmGcuPTnQ",True,0,female,I set up world trips,answer2,adventure specialist,specialist
Sam Barker,6399,a labor relations analyst,"Carlisle, Pennsylvania",Carlisle,Pennsylvania,PA,J! Archive - Show #6910,2014-10-03,2,518176603923161089,2014-10-03 23:11:44,2,0,I sent my wife a song from Afghanistan,"10/3/14
""My parakeet sounds like R2-D2""
""I sent my wife a song from Afghanistan""
""I was a karaoke champion""
#Jeopardy http://t.co/xuACqilWRz",True,0,mostly_male,I sent my wife a song from Afghanistan,answer2,labor relations analyst,analyst
Lara Brenckle Malmont,6000,a strategic communications lead,"Carlisle, Pennsylvania",Carlisle,Pennsylvania,PA,J! Archive - Show #6843,2014-05-21,3,469257771997622272,2014-05-21 23:25:45,1,4,I'm named after a Dr Zhivago character,"5/21/14:
""I'm named after a Dr Zhivago character""
""I was proposed to on a boat""
""I was shy in kindergarten""
#Jeopardy http://t.co/Q4ch8cyOUY",True,0,female,Im named after a Dr Zhivago character,answer1,strategic communications lead,director
Bill Cossen,399,a Ph.D. candidate in history originally,"Lexington, South Carolina",Lexington,South Carolina,SC,J! Archive - Show #6900,2014-09-19,1,513110688147853312,2014-09-19 23:41:35,2,2,My new baby's name is secret,"9/19/14:
""I work at a tiny hospital.""
""I got demoted from being a bat boy.""
""My new baby's name is secret""
#Jeopardy http://t.co/gyjfnct4Ew",True,0,male,My new babys name is secret,answer3,ph.d. candidate history originally,unemployed
Bill Cossen,18801,a Ph.D. candidate in history originally,"Lexington, South Carolina",Lexington,South Carolina,SC,J! Archive - Show #6899,2014-09-18,1,512747875755782144,2014-09-18 23:39:54,5,2,"As a kid, the Jeopardy theme frightened me","9/18/14
""I home school three kids""
""I'm a librarian for kids""
""As a kid, the Jeopardy theme frightened me""
#Jeopardy http://t.co/RB30dfNTeM",True,1,male,"As a kid, the Jeopardy theme frightened me",answer3,ph.d. candidate history originally,unemployed
Bill Cossen,16801,a Ph.D. candidate in history originally,"Lexington, South Carolina",Lexington,South Carolina,SC,J! Archive - Show #6898,2014-09-17,1,512383202623635456,2014-09-17 23:30:49,4,0,I have many Grateful Dead shows,"9/17/14
""I tried out for Jeopardy! in 1973""
""I have a postcard Alex sent""
""I have many Grateful Dead shows""
#Jeopardy http://t.co/8bGyKFG9Jj",True,1,male,I have many Grateful Dead shows,answer3,ph.d. candidate history originally,unemployed
Bill Cossen,15000,a Ph.D. candidate in history originally,"Lexington, South Carolina",Lexington,South Carolina,SC,J! Archive - Show #6897,2014-09-16,2,512016926021656576,2014-09-16 23:15:22,4,1,I'd love to write on wrestling.,"9/16/14:
""My dad won mints on Jeopardy!""
""I'd love to write on wrestling.""
""I've predicted 14 Super Bowls.""
#Jeopardy http://t.co/eRYGAhmAag",True,1,male,Id love to write on wrestling.,answer2,ph.d. candidate history originally,unemployed
Bill Cossen,15000,a Ph.D. candidate in history originally,"Lexington, South Carolina",Lexington,South Carolina,SC,J! Archive - Show #6897,2014-09-16,2,511653226119057409,2014-09-15 23:10:09,7,1,I think numbers have detailed personalities,"9/16/14:
""I backseat fly F-18s""
""I think numbers have detailed personalities""
""I slept under tables at DNC""
#Jeopardy http://t.co/hS7c6NkJok",True,1,male,I think numbers have detailed personalities,answer2,ph.d. candidate history originally,unemployed
